category,platform,folder,author,title,url,description
"其他 / 待人工判断","Douyin","https://www.douyin.com/user/self?from_tab_name=main&showTab=like","","9.6万SpaceX精彩的火箭回收#民营航天#火箭回收#星舰#火箭回收SpaceX精彩的火箭回收#民营航天#火箭回收#星舰#火箭回收","https://www.douyin.com/video/7590376736522984905",""
"其他 / 待人工判断","Douyin","https://www.douyin.com/user/self?from_tab_name=main&showTab=like","","5.0万#拟音#拟音","https://www.douyin.com/video/7572087194547666034",""
"其他 / 待人工判断","Douyin","https://www.douyin.com/user/self?from_tab_name=main&showTab=like","","24.8万我跟垃圾短信“死磕”，没想到居然赚了3600块钱！ （双手叉腰，蹦跶出场）哟嗬～本堂主最近跟垃圾短信斗智斗勇，居然赚了整整3600块！是不是很厉害呀？ （掏出一叠小本本）以前收到这种烦人短信都是随手删掉，后来发现——它们居然都是违法的！本堂主一拍桌子：这不得让它们好好赔偿我的精神损失？ （掰着手指数数）让我给你讲讲我的辉煌战绩： ✨ 一条百度网盘短信 → 赔了500 ✨ 贷款骚扰几小时 → 秒收500 ✨ 1分钱买票被狂轰8条 → 怒赚2000 ✨ 360贷款短信 → 轻松到手100 ✨ 连续5条投诉信 → 又收500 （眨眨眼）其实超简单：留着短信别删，找到是谁发的，理直气壮去要赔偿！大部分公司都怂得很快呢～ （晃着钱袋子）现在本堂主的钱包又鼓啦！下次再收到这种短信，记得学我一样——该出手时就出手，让他们知道往生堂主可不是好惹的！ （转身蹦跳着离开）走啦走啦，还要去给客卿看看我的战利品呢～我跟垃圾短信“死磕”，没想到居然赚了3600块钱！ （双手叉腰，蹦跶出场）哟嗬～本堂主最近跟垃圾短信斗智斗勇，居然赚了整整3600块！是不是很厉害呀？ （掏出一叠小本本）以前收到这种烦人短信都是随手删掉，后来发现——它们居然都是违法的！本堂主一拍桌子：这不得让它们好好赔偿我的精神损失？ （掰着手指数数）让我给你讲讲我的辉煌战绩： ✨ 一条百度网盘短信 → 赔了500 ✨ 贷款骚扰几小时 → 秒收500 ✨ 1分钱买票被狂轰8条 → 怒赚2000 ✨ 360贷款短信 → 轻松到手100 ✨ 连续5条投诉信 → 又收500 （眨眨眼）其实超简单：留着短信别删，找到是谁发的，理直气壮去要赔偿！大部分公司都怂得很快呢～ （晃着钱袋子）现在本堂主的钱包又鼓啦！下次再收到这种短信，记得学我一样——该出手时就出手，让他们知道往生堂主可不是好惹的！ （转身蹦跳着离开）走啦走啦，还要去给客卿看看我的战利品呢～","https://www.douyin.com/video/7578049375671209235",""
"其他 / 待人工判断","Douyin","https://www.douyin.com/user/self?from_tab_name=main&showTab=like","","132#艾跃进 永远都不要忘记阶级斗争#艾跃进 永远都不要忘记阶级斗争","https://www.douyin.com/video/7441115837219540239",""
"其他 / 待人工判断","Douyin","https://www.douyin.com/user/self?from_tab_name=main&showTab=like","","60.7万“幸福让人江郎才尽，痛苦让人文思泉涌”#刘楚昕#泥潭 #漓江文学奖 #余华“幸福让人江郎才尽，痛苦让人文思泉涌”#刘楚昕#泥潭 #漓江文学奖 #余华","https://www.douyin.com/video/7559948304931736858",""
"其他 / 待人工判断","Douyin","https://www.douyin.com/user/self?from_tab_name=main&showTab=like","","80.4万没有给到的礼物我一次性补齐没有给到的礼物我一次性补齐","https://www.douyin.com/video/7332041267225922857",""
"其他 / 待人工判断","Douyin","https://www.douyin.com/user/self?from_tab_name=main&showTab=like","","2.2万下架也是好词#小眼下架也是好词#小眼","https://www.douyin.com/video/7313581194476653861",""
"其他 / 待人工判断","Douyin","https://www.douyin.com/user/self?from_tab_name=main&showTab=like","","64.7万“弱智吧”还是“诗人吧”？“弱智吧”还是“诗人吧”？","https://www.douyin.com/video/7285615122310106427",""
"其他 / 待人工判断","Douyin","https://www.douyin.com/user/self?from_tab_name=main&showTab=like","","97.3万这白狗无奈的眼神能看出，这锅它替黑狗背咯这白狗无奈的眼神能看出，这锅它替黑狗背咯","https://www.douyin.com/video/7290463710261415227",""
"其他 / 待人工判断","Douyin","https://www.douyin.com/user/self?from_tab_name=main&showTab=like","","4.8万《拿兄弟挡箭哥》#都是我兄弟 #甩锅 #桃园结义 #没那么轻易《拿兄弟挡箭哥》#都是我兄弟 #甩锅 #桃园结义 #没那么轻易","https://www.douyin.com/video/7290080585773518116",""
"其他 / 待人工判断","Douyin","https://www.douyin.com/user/self?from_tab_name=main&showTab=like","","4.3万#自我攻略 #不准说她#自我攻略 #不准说她","https://www.douyin.com/video/7270796824787602724",""
"其他 / 待人工判断","Douyin","https://www.douyin.com/user/self?from_tab_name=main&showTab=like","","陕西这碗刀刀碗饦你吃过吗","https://www.douyin.com/video/7614081780723880079?source=Baiduspider",""
"其他 / 待人工判断","Douyin","https://www.douyin.com/user/self?from_tab_name=main&showTab=like","","乌伦古湖是戈壁滩上的大型淡水湖，被誉为阿勒泰明珠，总面积1035平方公里，湖水面积827平方公里，自然景观十分壮观，是一个绝佳的休闲度假好去处。","https://www.douyin.com/video/7413698876210695463?source=Baiduspider",""
"其他 / 待人工判断","Douyin","https://www.douyin.com/user/self?from_tab_name=main&showTab=like","","沪剧 千千的情结心头萦 #沪剧经典唱段欣赏 #关注我每天分享精彩戏曲 #感谢一路陪伴一路支持🌹🌹","https://www.douyin.com/video/7195467776335547708?source=Baiduspider",""
"其他 / 待人工判断","Douyin","https://www.douyin.com/user/self?from_tab_name=main&showTab=like","","一场雨捂了个把月，终于可以出来透透气了。#户外徒步 #绛县红叶","https://www.douyin.com/video/7563315808568347954?source=Baiduspider-sdc",""
"其他 / 待人工判断","YouTube","Liked videos","","全部播放","https://www.youtube.com/watch?v=zHttZ3jGmrs&list=LL&pp=sAgC",""
"其他 / 待人工判断","YouTube","Liked videos","","随机播放","https://www.youtube.com/watch?v=U_5QcGhau9I&list=LL&pp=sAgC",""
"其他 / 待人工判断","YouTube","Liked videos","","随机播放","https://www.youtube.com/watch?v=uyZ887mnh9s&list=LL&pp=sAgC",""
"其他 / 待人工判断","YouTube","Liked videos","","6:45","https://www.youtube.com/watch?v=zHttZ3jGmrs&list=LL&index=1&t=170s&pp=iAQBsAgC",""
"其他 / 待人工判断","YouTube","Liked videos","","27:15","https://www.youtube.com/watch?v=uiMsul6sKus&list=LL&index=2&pp=iAQB0gcJCToLAYcqIYzvsAgC",""
"其他 / 待人工判断","YouTube","Liked videos","","26:10","https://www.youtube.com/watch?v=uyZ887mnh9s&list=LL&index=3&t=1283s&pp=iAQBsAgC",""
"其他 / 待人工判断","YouTube","Liked videos","","12:03","https://www.youtube.com/watch?v=U_5QcGhau9I&list=LL&index=4&t=56s&pp=iAQB0gcJCToLAYcqIYzvsAgC",""
"其他 / 待人工判断","YouTube","Liked videos","","11:29","https://www.youtube.com/watch?v=UL5uU9bCaEE&list=LL&index=5&pp=iAQBsAgC",""
"其他 / 待人工判断","YouTube","Liked videos","","3:44","https://www.youtube.com/watch?v=gdZLi9oWNZg&list=LL&index=6&pp=iAQBsAgC",""
"其他 / 待人工判断","YouTube","Watch later","","如何记单词","https://www.youtube.com/watch?v=JuoqE2lpRUM&list=WL&index=1&t=5s&pp=iAQBsAgC",""
"其他 / 待人工判断","YouTube","Watch later","","The first 20 hours -- how to learn anything | Josh Kaufman | TEDxCSU","https://www.youtube.com/watch?v=5MgBikgcWnY&list=WL&index=2&t=8s&pp=iAQBsAgC",""
"其他 / 待人工判断","YouTube","Watch later","","【归档】零基础保姆级小白节点搭建教学，目前最安全最稳定的搭建方式，将可能暴露翻墙的服务全部隐藏，操作一次即可安心使用自己专属的节点，跳出翻墙出来学翻墙的怪圈，通过x-ui面板实现单端口多用户合租","https://www.youtube.com/watch?v=s90feRmdr9A&list=WL&index=5&pp=iAQBsAgC",""
"其他 / 待人工判断","YouTube","Watch later","","ASMR mean girl does your makeup in school bathroom","https://www.youtube.com/watch?v=7dCWt36jwjE&list=WL&index=6&t=58s&pp=iAQB0gcJCToLAYcqIYzvsAgC",""
"其他 / 待人工判断","YouTube","Playlists","","6 个视频","https://www.youtube.com/watch?v=JuoqE2lpRUM&list=WL&pp=iAQBsAgC",""
"其他 / 待人工判断","YouTube","Playlists","","6 个视频","https://www.youtube.com/watch?v=zHttZ3jGmrs&list=LL&pp=iAQBsAgC",""
